id,record,distance,label
0,548799,0.013131279718787654,0
1,549592,0.04610132459529235,0
2,547810,0.01524382627400712,0
3,547569,0.015361883518339555,0
4,548884,0.029596111354626326,0
5,549192,0.007213934875085043,0
6,550459,0.006638306967674228,0
7,548415,0.016402149571593264,0
8,549663,0.003077900426116812,0
9,547806,0.0032570365614504383,0
10,547777,0.0014861116755756278,0
11,550454,0.005037510218523831,0
12,550871,0.006628048239573507,0
13,548458,0.013767188667513251,0
14,550436,0.003310294829438534,0
15,551056,0.005633675111906676,0
16,549725,0.006490945136498208,0
17,548017,0.0064690451211796745,0
18,550445,0.010657098021089039,0
19,547604,0.0029523177037087136,0
20,550886,0.011949706647853607,0
21,549570,0.01256002528577759,0
22,548877,0.021155241428441243,0
23,549773,0.001990351445048508,0
24,550991,0.009123044555513127,0
25,550625,0.01771055918439093,0
26,550977,0.006975334829406367,0
27,549944,0.03166775174651713,0
28,548592,0.01767615241151511,0
29,549982,0.004239610301939583,0
30,549228,0.007202449936925146,0
31,547850,0.002732483876970652,0
32,550166,0.00664738665838987,1
33,547609,0.007244163955455531,0
34,550305,0.00537841210259589,0
35,549911,0.004448942219443621,0
36,547796,0.011370836103152777,0
37,549213,0.010517615847533711,0
38,548439,0.007970752468835033,0
39,548536,0.005306080478061823,0
40,549735,0.007806302330526691,0
41,548244,0.004531713532675065,0
42,549589,0.004872190846259488,0
43,550950,0.02007303397590257,0
44,550278,0.005553330512188433,0
45,548127,0.006665289204102803,0
46,551173,0.007986176775674881,0
47,550611,0.0030016579650035922,0
48,549987,0.007076470739884483,0
49,547670,0.021708653059787877,0
50,550197,0.018314517149991823,0
51,551123,0.017649820135346328,1
52,551174,0.02384077626199198,0
53,548725,0.00797717602636087,0
54,549786,0.009651234140775686,0
55,549957,0.009196515542689165,0
56,547992,0.0035129276798545384,0
57,550828,0.01662585271369706,0
58,549132,0.004541226003018391,0
59,548438,0.0041472595154821755,0
60,547969,0.0023328755273746777,0
61,548268,0.007518782563830142,0
62,551088,0.0008019341044205082,0
63,549648,0.011695143093910702,1
64,549693,0.005075159316517604,0
65,547808,0.010287165770287144,0
66,548061,0.00993768174205742,0
67,549751,0.0038764210233672367,0
68,547580,0.02060257723384347,0
69,550118,0.04382004800668661,0
70,549039,0.015828954256817143,0
71,550876,0.008625492823583632,0
72,549207,0.00940851553330804,0
73,549706,0.011088432916800109,0
74,549310,1.301564883195143e-10,0
75,551079,0.013190072221232564,0
76,550677,0.008896913261346336,0
77,549367,0.0011704504428790535,0
78,548542,0.0017710397849719651,0
79,547961,0.0091630330682539,0
80,548773,2.6348311094367035e-09,0
81,549782,0.014510817039939262,0
82,549846,0.0018991092027746644,0
83,550935,0.006949850071156448,0
84,551099,0.011239583792343683,1
85,549095,0.042357897183117575,0
86,547868,0.005533276788065207,0
87,548330,0.008166735819147192,0
88,547702,0.004954908551832486,0
89,549292,0.0032259161901230632,0
90,549969,0.007191929345830622,0
91,547653,0.010782215541805631,1
92,550751,0.018061308448524525,0
93,549922,0.04252016374789609,0
94,550804,0.005534541319876037,0
95,549810,0.0020904602904927307,0
96,550413,0.0020153677276676498,0
97,549521,0.012124191763135258,0
98,548408,0.003574687351485022,0
99,551116,0.021886191062024208,0
100,550988,0.00872385348535039,0
101,549806,0.018845267798838976,0
102,551061,0.005140583809112488,0
103,550194,0.012361925087498938,0
104,550277,0.005801677268115463,0
105,547838,0.0368842061704917,0
106,547959,0.03229926519769365,1
107,548480,0.003622268270025805,0
108,548644,0.00986354893390842,0
109,549856,0.06597036250993137,0
110,549809,0.00786663225745731,0
111,549991,0.002580526960410614,0
112,550482,0.005856671531398083,0
113,550104,0.010275124118982558,0
114,548526,0.007687729675385551,0
115,550204,0.0022781098783730704,0
116,550188,0.0038005645368778375,0
117,549551,0.006292365237704001,0
118,548690,0.006108666985579453,0
119,548483,0.005957216390920713,0
120,549268,0.003356637400832186,0
121,550174,0.009981952289149174,0
122,550132,0.0356183798815077,1
123,550797,0.010223861797939637,0
124,548902,0.0061485669175368,1
125,551055,0.012328111523427407,0
126,548821,0.0036262417673697932,1
127,549120,0.007969310250938458,0
128,548967,0.00257776782754411,0
129,548314,0.004559198926547378,0
130,548374,0.0038900438652430002,0
131,549386,0.001105806681259696,0
132,550415,0.0030528263189112757,1
133,550826,0.010576819252248635,0
134,550387,0.01070376156758034,0
135,549669,0.05775020509525003,0
136,550172,0.005579004587084617,1
137,549295,0.006681982065554589,0
138,549082,0.005936699627420849,0
139,550410,0.01919740363784681,0
140,548940,0.04282995879037207,0
141,549405,0.003413398873391757,0
142,550648,0.032162079884948555,0
143,550384,0.006165503670060252,0
144,547805,0.033671226171661045,0
145,547623,0.006413827589546938,0
146,548468,0.014285649610977443,0
147,549754,0.03602306321213458,0
148,550793,0.005013003343011534,0
149,550802,0.013405748363673241,0
150,549462,0.006917067239971105,1
151,549252,0.0039187346697781445,0
152,549904,0.008941204807204638,0
153,547699,0.021095896525186442,0
154,549875,0.01382845897714419,0
155,550388,0.011375124476371411,0
156,548028,0.005841852722256568,0
157,547926,0.012414026885452276,0
158,548119,0.003529906012937576,1
159,550583,0.0009204001154706378,0
160,550873,0.0027380097604473405,1
161,549961,0.0016890860331303208,0
162,548521,0.036267190431118694,0
